client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance,age_group
5290,Eileen,Greene,36,Female,buckleyrobert@example.net,265.791.6278,566 Campbell Terrace,Romeromouth,Ontario,30317,Unemployed,<$30k,Joint,2019-04-28,6791,89,63181,No,65,3,0,Never,TFSA,Yes,No,0,No,0,35-44
5291,Leah,Hicks,70,Male,farmstrong@example.com,+1-591-232-1970x57910,40602 Diana Passage Suite 076,Andreastad,British Columbia,30784,Retired,$30k–$60k,Chequing,2020-03-07,8846,50,72108,No,55,2,3,Weekly,TFSA;RRSP;Credit Card;Mortgage,Yes,No,0,No,0,55+
5292,Timothy,Butler,43,Female,sheppardhector@example.com,+1-440-927-1070,65070 Grant Run Apt. 318,Martinhaven,New Brunswick,91182,Employed,$60k–$100k,Joint,2019-03-09,1823,76,40552,Yes,53,3,2,Weekly,Credit Card;RRSP,Yes,No,0,Yes,99851,35-44
5293,Nicole,Garcia,29,Other,marilyn82@example.com,+1-816-564-7703x3138,1123 Kelly Harbors,Port Dawnmouth,Ontario,84132,Employed,<$30k,Chequing,2023-04-26,7187,10,11878,No,53,2,3,Never,RRSP;Mortgage;TFSA;Credit Card,No,Yes,196289,Yes,79206,25-34
5294,Daniel,Lozano,33,Male,jenniferlopez@example.org,001-932-573-4967,504 Tucker Keys Apt. 041,Lake Donnaport,Ontario,23184,Employed,>$100k,Chequing,2019-04-08,5077,14,76358,Yes,85,4,2,Never,TFSA,No,No,0,No,0,25-34
5295,Mark,Roach,50,Other,timothydavidson@example.org,948-856-9711,76946 Hobbs Squares,East Danielport,Ontario,31032,Employed,<$30k,Savings,2018-01-02,2381,34,24275,No,43,4,3,Daily,Credit Card;Mortgage;TFSA;RRSP,Yes,No,0,Yes,54285,45-54
5296,Tara,Gomez,73,Male,marcfrank@example.org,9725329332,17529 Douglas Row Apt. 562,Jamesfurt,Quebec,13631,Retired,$30k–$60k,Chequing,2016-06-27,5440,58,23904,No,0,2,2,Weekly,Mortgage;TFSA;RRSP;Credit Card,Yes,No,0,Yes,32054,55+
5297,Doris,Dougherty,39,Female,adrienne24@example.org,280.699.1982,6400 Black Turnpike,Julieshire,Ontario,49021,Unemployed,<$30k,Chequing,2015-08-02,8293,31,41805,Yes,23,0,0,Rarely,Mortgage,Yes,No,0,Yes,57986,35-44
5298,Virginia,Leon,46,Male,lori22@example.org,843.635.0636,107 Thornton Turnpike,Port Derekmouth,Ontario,73534,Student,$30k–$60k,Savings,2021-09-04,6500,5,82491,Yes,4,2,0,Daily,Mortgage;RRSP,Yes,Yes,237540,Yes,31241,45-54
5299,Karen,Coleman,18,Female,cchaney@example.net,+1-478-771-5098x3494,65374 Chavez Tunnel Apt. 332,North Miguel,Quebec,63902,Retired,<$30k,Joint,2019-04-29,1536,36,89910,Yes,76,0,0,Never,RRSP;Mortgage,Yes,No,0,No,0,18-24
5300,Michael,Nichols,23,Other,michele15@example.net,649.827.7878,7146 Jessica Pass Suite 240,West David,Quebec,33287,Student,$30k–$60k,Chequing,2017-08-02,514,39,73721,Yes,29,1,2,Never,TFSA;RRSP;Mortgage;Credit Card,No,Yes,430577,Yes,77824,18-24
5301,Alexis,Ortiz,47,Other,cvaldez@example.net,(649)361-4061,51246 Robert Circle,South Catherine,Quebec,28003,Employed,$30k–$60k,Chequing,2016-05-22,955,95,33645,Yes,96,3,2,Weekly,RRSP;Credit Card,No,No,0,Yes,92098,45-54
5302,Marcus,Meyer,28,Other,troystanley@example.com,+1-531-492-1355x83806,860 Taylor Wall Apt. 707,North Robertview,Ontario,49039,Retired,<$30k,Savings,2023-03-23,4656,56,8371,Yes,10,2,2,Never,Credit Card;TFSA;RRSP,No,No,0,Yes,32540,25-34
5303,Leah,Reed,25,Male,amatthews@example.com,566.324.5035x73448,7980 Williams Turnpike Apt. 981,West Michaelchester,Ontario,62900,Employed,$30k–$60k,Chequing,2016-01-13,6574,77,48801,Yes,82,3,0,Never,TFSA;Mortgage;RRSP;Credit Card,No,Yes,459750,No,0,25-34
5304,Tiffany,Mccall,26,Male,brownbrian@example.com,2077621151,527 Todd Freeway Apt. 989,Gonzalesborough,Ontario,74048,Unemployed,>$100k,Chequing,2020-06-16,8126,85,72765,No,91,0,2,Daily,Mortgage;Credit Card;RRSP,Yes,No,0,Yes,96939,25-34
5305,Rose,Martinez,42,Male,wanda92@example.net,306.831.0172x759,08099 Timothy Landing Suite 223,Heatherview,Ontario,98267,Student,$60k–$100k,Savings,2025-03-09,4521,100,6559,Yes,25,5,0,Daily,RRSP;TFSA;Mortgage;Credit Card,Yes,No,0,No,0,35-44
5306,Justin,Reyes,74,Female,michealking@example.net,4284383528,96926 Hughes Glen,Joshuatown,Quebec,69393,Retired,$60k–$100k,Savings,2015-09-04,6594,13,48663,Yes,27,1,0,Daily,Mortgage;RRSP;Credit Card,No,Yes,470625,Yes,95539,55+
5307,Anthony,Young,38,Other,justinyates@example.net,+1-362-235-7368x67185,291 Donald Brooks,Robertfort,Quebec,7992,Student,$30k–$60k,Business,2022-07-25,2646,27,45917,Yes,33,5,3,Daily,RRSP;Mortgage;Credit Card;TFSA,No,Yes,90345,Yes,76679,35-44
5308,Jamie,Shaw,33,Other,tracistokes@example.net,549-347-4124x900,88624 Juan Trail,Leeland,New Brunswick,31980,Retired,$60k–$100k,Chequing,2019-09-04,9508,52,23093,Yes,94,3,1,Daily,TFSA;Credit Card;RRSP;Mortgage,Yes,No,0,Yes,38483,25-34
5309,Nicole,Rhodes,58,Male,bradleywhite@example.org,(959)562-3084,37598 Cunningham Turnpike Suite 023,Schroederstad,Quebec,76312,Student,>$100k,Savings,2016-12-29,9099,98,67555,Yes,86,3,3,Never,Mortgage;Credit Card;TFSA,Yes,Yes,337232,Yes,16772,55+
5310,Stephen,Norris,33,Other,brandi01@example.org,(730)823-2827x80903,853 Teresa Cliffs Suite 438,Martinstad,Ontario,16296,Employed,$60k–$100k,Chequing,2021-11-20,3492,76,59665,No,81,1,0,Daily,RRSP;Credit Card,Yes,Yes,44624,No,0,25-34
5311,Kelly,Farmer,38,Female,kbarnes@example.com,001-365-360-9934x00814,9180 Wright Circles,Johnsonstad,Newfoundland and Labrador,11317,Employed,$30k–$60k,Joint,2023-06-01,9031,73,73298,Yes,88,1,0,Weekly,TFSA;Mortgage,No,Yes,140314,Yes,70922,35-44
5312,Teresa,Tran,58,Other,rebecca25@example.com,001-783-519-3737x5169,823 Derrick Village,New Jamiestad,Ontario,83531,Retired,>$100k,Savings,2022-01-18,3080,94,29709,Yes,0,2,3,Never,Mortgage;Credit Card;RRSP;TFSA,No,Yes,479466,Yes,89283,55+
5313,Charles,West,41,Female,gabriel65@example.com,996.382.1674x5657,72527 Underwood Port,Cindybury,Quebec,93282,Unemployed,>$100k,Chequing,2021-01-24,5652,71,9533,Yes,62,0,3,Never,RRSP;TFSA,No,Yes,261777,No,0,35-44
5314,Chad,Jones,73,Female,lrogers@example.net,795.878.7907x57743,256 Jenkins Pines Suite 448,New Derrickborough,Ontario,71418,Employed,$60k–$100k,Savings,2016-08-22,3862,26,22949,No,58,5,3,Never,RRSP;TFSA;Mortgage;Credit Card,Yes,No,0,No,0,55+
5315,John,Wolfe,40,Male,brandy24@example.com,+1-566-929-5508x8236,3099 Vang Junctions Apt. 986,Tuckerside,Ontario,59656,Student,>$100k,Joint,2020-04-30,3155,23,69058,Yes,35,0,3,Rarely,RRSP;TFSA,Yes,No,0,No,0,35-44
5316,Stacy,Lynch,51,Female,erodriguez@example.com,474.877.3073x6466,886 Taylor Flat Suite 272,South Brian,Ontario,88735,Unemployed,>$100k,Chequing,2020-07-30,9298,29,22054,Yes,15,0,2,Rarely,TFSA;Mortgage;RRSP;Credit Card,No,No,0,No,0,45-54
5317,Patricia,Cooper,62,Female,amy89@example.net,001-365-962-4974x0984,44329 Julie Fork,Caseyview,British Columbia,97454,Retired,$30k–$60k,Chequing,2022-05-17,3609,51,62396,No,81,4,0,Weekly,Credit Card;Mortgage;RRSP,Yes,No,0,Yes,5665,55+
5318,Joe,Costa,25,Other,amyshelton@example.org,404-270-8507,9469 Terry Forks Apt. 378,Port Patriciaview,Alberta,3185,Student,>$100k,Savings,2023-06-18,8994,84,74542,No,74,3,2,Rarely,Mortgage;Credit Card,No,Yes,492837,Yes,34844,25-34
5319,Peggy,Adkins,19,Other,hutchinsonkatherine@example.org,001-865-966-0213x6010,95814 Shawn Corner Apt. 444,West Emmaberg,Ontario,61894,Retired,>$100k,Chequing,2020-06-21,8142,99,79709,Yes,84,2,0,Never,TFSA,No,No,0,Yes,14947,18-24
5320,Sarah,Gordon,54,Other,castillolisa@example.com,+1-305-973-4977,2603 Turner Plains,West Jacobfurt,Saskatchewan,11083,Unemployed,<$30k,Chequing,2015-12-23,5934,16,25265,Yes,50,2,3,Daily,Mortgage,Yes,No,0,No,0,45-54
5321,Anthony,Fowler,61,Other,dannyreeves@example.net,001-752-465-1271x870,895 Christina Flats,Port Tonyaton,Alberta,11547,Retired,$60k–$100k,Chequing,2015-11-04,5754,48,85799,Yes,80,4,3,Weekly,Mortgage;RRSP,No,No,0,Yes,72012,55+
5322,Sara,Marshall,27,Other,jwilliams@example.net,+1-912-771-6429x4547,012 Hernandez Camp Suite 180,East Thomasville,Ontario,46592,Unemployed,<$30k,Chequing,2018-08-30,7422,55,95013,Yes,59,5,0,Weekly,Credit Card,No,Yes,397155,Yes,63780,25-34
5323,Ashley,Neal,63,Other,nielsenstephanie@example.org,970-577-8598x3336,2788 Lisa Rapid Apt. 419,North Jessicatown,British Columbia,82165,Unemployed,>$100k,Chequing,2023-10-25,5468,97,43549,Yes,10,0,2,Never,RRSP,Yes,No,0,Yes,46588,55+
5324,Carlos,Bell,22,Female,xsavage@example.net,001-698-359-5326,28476 Ortega Lodge Suite 416,Shirleystad,Nova Scotia,34775,Employed,$60k–$100k,Savings,2023-01-19,2641,41,34964,Yes,74,5,2,Weekly,RRSP,Yes,No,0,No,0,18-24
5325,Corey,Mcclain,34,Male,lindacarey@example.org,762-846-1034x265,1945 Alison Mill Suite 657,Wendyfurt,Quebec,29055,Retired,>$100k,Savings,2019-12-21,3591,80,33598,Yes,59,2,1,Weekly,Mortgage;RRSP;Credit Card;TFSA,Yes,No,0,Yes,40345,25-34
5326,Joshua,Martin,47,Female,kevinroberts@example.com,(247)444-9728,635 Harris Estate Apt. 535,Hannahborough,Alberta,44707,Unemployed,$60k–$100k,Business,2016-10-27,7888,55,97845,Yes,25,2,2,Rarely,Credit Card,Yes,Yes,371658,Yes,61628,45-54
5327,Chase,Mason,53,Other,buckcharles@example.net,+1-642-382-5164,421 Heather Hills,New Victoriaberg,British Columbia,56386,Employed,<$30k,Chequing,2017-08-02,5649,100,19297,Yes,63,3,2,Weekly,Mortgage;RRSP;TFSA,Yes,Yes,292058,No,0,45-54
5328,Matthew,Johnson,33,Female,websterlinda@example.com,800-244-9635x831,73537 Gould Inlet Suite 961,Rubiohaven,Alberta,52749,Student,<$30k,Savings,2020-06-19,9753,40,14981,No,36,5,3,Daily,Credit Card;Mortgage;RRSP;TFSA,No,Yes,84361,Yes,37618,25-34
5329,Caitlin,Tate,46,Other,jenkinsmegan@example.org,6827849718,873 Solis Crescent,Lake Ashley,Ontario,71158,Employed,>$100k,Chequing,2017-07-04,992,53,11710,Yes,92,3,3,Daily,RRSP,No,Yes,32599,No,0,45-54
5330,Alicia,Hill,79,Other,qberger@example.net,001-471-708-8226x916,81891 White Junctions Apt. 602,West John,Ontario,80780,Retired,$30k–$60k,Chequing,2021-02-10,6911,98,65953,No,2,5,1,Never,RRSP;Credit Card;TFSA,No,No,0,No,0,55+
5331,Carlos,Huynh,64,Other,jamesmurphy@example.net,001-945-747-7046x4635,521 Sonya Tunnel,South Meredith,British Columbia,16496,Retired,$60k–$100k,Joint,2022-04-02,3452,74,60840,Yes,84,4,2,Daily,Credit Card;RRSP,Yes,Yes,103541,Yes,18451,55+
5332,Nicholas,Young,37,Male,justin02@example.net,001-865-327-8071x097,523 Kaitlyn Manor,Williamsstad,Ontario,48145,Unemployed,>$100k,Savings,2018-11-11,8344,73,50751,No,33,4,0,Daily,Credit Card,No,Yes,148756,Yes,78700,35-44
5333,Stacey,Wilson,24,Male,wcopeland@example.org,(609)989-4156x674,468 Joseph Green Suite 478,South Susanhaven,Manitoba,27901,Unemployed,<$30k,Joint,2020-12-08,1196,41,94589,Yes,26,4,3,Rarely,TFSA;Mortgage;Credit Card;RRSP,Yes,Yes,40097,Yes,14367,18-24
5334,Tina,Rogers,37,Other,ernest87@example.net,513.445.8478x0058,0413 Jeffrey Club Apt. 328,Walterview,Quebec,51652,Retired,>$100k,Chequing,2021-12-01,1237,87,59681,Yes,3,5,1,Rarely,RRSP;TFSA,No,Yes,207678,No,0,35-44
5335,Joseph,Young,24,Male,katherinefischer@example.net,+1-341-706-0151x22811,0008 Clark Isle Apt. 485,West Kyle,Alberta,65734,Employed,$60k–$100k,Chequing,2015-10-28,2768,80,79980,No,61,2,1,Weekly,Mortgage,Yes,Yes,347314,No,0,18-24
5336,Bryan,Walker,44,Other,theresapage@example.net,823.330.4588x93791,7999 Gibbs Station,Campbellview,Quebec,93113,Unemployed,$60k–$100k,Joint,2016-12-06,2275,11,31018,Yes,58,3,1,Never,Mortgage;Credit Card;RRSP;TFSA,Yes,No,0,Yes,69817,35-44
5337,Andre,Malone,60,Male,turnerrachel@example.net,687.620.7590,096 Bell Trail Suite 408,Christopherfort,Ontario,93577,Unemployed,$60k–$100k,Savings,2018-03-14,5618,51,53627,Yes,68,3,0,Rarely,Credit Card,No,Yes,97811,Yes,6239,55+
5338,Michael,Buckley,26,Male,russelltim@example.com,(955)909-0942x98648,82908 Colleen Heights,South James,Quebec,59015,Employed,$30k–$60k,Chequing,2018-07-26,3788,8,89334,Yes,100,3,0,Daily,Mortgage,Yes,Yes,176484,No,0,25-34
5339,Michael,Lopez,40,Other,susan09@example.org,9863834228,411 Amanda Square Apt. 947,Port Dianemouth,Ontario,45656,Employed,>$100k,Chequing,2016-03-16,4001,26,80361,Yes,30,4,0,Rarely,RRSP;Mortgage;TFSA;Credit Card,Yes,Yes,27860,Yes,50946,35-44
5340,Crystal,Hawkins,77,Female,kwarren@example.com,317-703-8376x913,8692 Gregory Roads Apt. 230,Webbfort,Ontario,31454,Unemployed,<$30k,Chequing,2022-08-09,1567,95,68947,No,8,4,0,Never,Mortgage;TFSA;Credit Card,Yes,Yes,21418,Yes,80512,55+
5341,Bradley,Rojas,37,Female,nicholasevans@example.org,(812)329-9168x5298,636 Lisa Prairie Suite 692,Port Nicholas,Ontario,22776,Student,$30k–$60k,Chequing,2016-01-23,9644,93,96568,No,87,1,0,Never,TFSA;Credit Card;Mortgage,Yes,No,0,Yes,33316,35-44
5342,Patricia,Lewis,73,Male,austin41@example.com,390-517-4932x904,0596 Gabriel Manor Suite 618,Richardsonburgh,Saskatchewan,4030,Unemployed,<$30k,Chequing,2017-12-10,3494,95,77596,No,67,4,0,Weekly,TFSA,No,No,0,Yes,55590,55+
5343,Zachary,Phillips,31,Female,lori77@example.com,901.503.1929,1593 Christina Crescent Apt. 157,North Stevenstad,British Columbia,64916,Unemployed,<$30k,Savings,2023-12-16,8762,75,17469,No,0,1,2,Rarely,Credit Card,No,Yes,147467,No,0,25-34
5344,Patricia,Newman,78,Female,vwade@example.org,001-777-618-8222x6304,65109 Ronald Viaduct Apt. 373,Serranoview,Ontario,59501,Employed,<$30k,Savings,2023-04-05,4556,43,5584,No,43,5,0,Never,TFSA,No,No,0,Yes,42067,55+
5345,James,Dunn,34,Other,alexander14@example.com,7903472286,41218 Chavez Stream,East Frederick,Ontario,76369,Student,>$100k,Savings,2017-02-16,9635,12,39862,Yes,96,3,2,Weekly,TFSA;Credit Card;Mortgage;RRSP,No,No,0,Yes,27634,25-34
5346,Phillip,Taylor,34,Male,charleswest@example.net,001-241-212-9861x946,5676 Luis Ways Suite 582,West Elizabethshire,British Columbia,83417,Employed,>$100k,Business,2016-03-25,3766,85,30761,Yes,60,3,1,Rarely,RRSP;TFSA,No,No,0,Yes,13150,25-34
5347,Matthew,Lee,43,Female,mackmelissa@example.com,(446)244-8942,958 Calderon Burgs Apt. 789,Maryfort,Alberta,10382,Student,>$100k,Savings,2023-09-28,4356,61,32824,Yes,57,4,1,Never,TFSA,Yes,Yes,99516,Yes,69650,35-44
5348,Tonya,Miranda,64,Male,darlenewoodward@example.net,001-475-973-2416,6287 Courtney Radial Apt. 068,New Annachester,Ontario,48003,Employed,<$30k,Savings,2021-07-02,6663,65,11565,Yes,46,1,2,Weekly,Mortgage;TFSA;Credit Card,Yes,No,0,Yes,25096,55+
5349,Natalie,Davis,57,Female,gacosta@example.org,267-986-7660x7367,995 White Burg Apt. 624,Byrdshire,Quebec,48270,Retired,$30k–$60k,Chequing,2022-06-02,2011,86,56207,No,16,5,2,Rarely,Credit Card,Yes,Yes,212141,No,0,55+
5350,Gabriel,Larson,38,Male,ericparks@example.org,471.534.3202x98327,9508 Downs Lights Suite 567,Hickshaven,British Columbia,82865,Employed,$30k–$60k,Savings,2022-12-16,884,29,77049,No,64,4,0,Weekly,RRSP;TFSA;Mortgage,Yes,Yes,59073,No,0,35-44
5351,Angelica,Ramirez,40,Other,thompsonrussell@example.com,9025041224,2018 Williams Estate,North Ashleychester,Quebec,82363,Unemployed,>$100k,Savings,2024-08-04,1568,9,28076,No,92,5,2,Daily,Credit Card;Mortgage;RRSP;TFSA,No,No,0,Yes,95505,35-44
5352,Dale,Dyer,38,Male,jimenezamy@example.org,001-407-841-8372x737,81468 Frank Road Apt. 977,Emilyside,Manitoba,46672,Retired,>$100k,Savings,2021-12-16,1851,55,90265,No,59,1,3,Daily,Credit Card;Mortgage,Yes,Yes,487164,No,0,35-44
5353,Steve,English,41,Male,alyssa12@example.net,+1-409-653-7169x2004,81714 Michele Hollow,Annaton,Ontario,24633,Student,$30k–$60k,Chequing,2016-03-08,1171,86,41477,No,55,1,0,Never,Mortgage;RRSP;Credit Card;TFSA,Yes,No,0,Yes,38794,35-44
5354,Katie,Armstrong,42,Female,amy38@example.net,6239077899,0328 Brian Road,North Brandon,British Columbia,16773,Student,$60k–$100k,Savings,2016-09-28,3730,78,64185,Yes,90,0,1,Daily,Credit Card;TFSA,Yes,Yes,189864,Yes,59246,35-44
5355,Elizabeth,Davis,48,Other,pvaldez@example.net,(446)549-9787x6711,23780 Keller Creek,West Sarah,Quebec,27209,Employed,<$30k,Savings,2015-08-04,9242,15,84338,Yes,67,2,1,Never,Credit Card,Yes,Yes,435739,No,0,45-54
5356,Wendy,Houston,36,Male,caldwellveronica@example.net,001-886-975-1761x675,085 Sarah Vista Apt. 336,Edwardsfurt,Alberta,15317,Unemployed,$30k–$60k,Chequing,2022-09-27,4410,29,87802,No,81,5,1,Rarely,Mortgage;RRSP;Credit Card,Yes,No,0,No,0,35-44
5357,Jennifer,Bell,54,Male,patrickpage@example.net,(392)268-8841,0331 Palmer Well Suite 956,Johnview,Quebec,36969,Unemployed,<$30k,Chequing,2019-07-07,3267,77,6293,Yes,5,4,3,Weekly,Mortgage;RRSP,No,Yes,438963,No,0,45-54
5358,Stacey,Cobb,73,Other,roysilva@example.com,+1-487-968-1228x56427,903 Bryan Knolls Apt. 393,Newmanbury,Quebec,84901,Retired,>$100k,Joint,2022-09-09,3008,45,74330,Yes,97,4,1,Daily,Credit Card;TFSA;RRSP,Yes,No,0,No,0,55+
5359,Heather,Navarro,21,Male,jasonwolf@example.org,532-958-3212x6901,71215 Acevedo Summit,East Todd,Ontario,33598,Student,$30k–$60k,Savings,2019-03-24,3286,82,95210,Yes,28,2,3,Daily,Credit Card;TFSA;Mortgage;RRSP,No,No,0,No,0,18-24
5360,Jennifer,Lee,48,Female,rwashington@example.org,946.776.6998,35007 Huff Isle,Austinbury,Ontario,83716,Employed,$30k–$60k,Savings,2020-06-16,4971,49,72266,No,61,2,1,Rarely,Mortgage;Credit Card;RRSP;TFSA,No,Yes,298468,Yes,88644,45-54
5361,John,Campbell,47,Other,goldenkristina@example.org,8354575398,28374 Moore Village Apt. 094,Robinshire,Ontario,14914,Employed,$60k–$100k,Chequing,2017-11-23,2821,62,22228,No,39,1,3,Daily,Mortgage,Yes,No,0,Yes,78967,45-54
5362,Renee,Gomez,20,Other,plogan@example.org,8468712267,1816 Burnett Springs,New Stevenborough,Ontario,64406,Student,$30k–$60k,Savings,2024-12-19,2630,73,85825,Yes,35,3,2,Daily,Credit Card;Mortgage,No,Yes,489337,No,0,18-24
5363,Crystal,Smith,24,Male,eric92@example.org,869.460.3026x131,2605 Alicia Plaza Suite 419,Billyberg,Ontario,70258,Student,$30k–$60k,Chequing,2020-07-18,5653,85,46829,No,31,1,0,Never,Credit Card;RRSP,No,No,0,Yes,49677,18-24
5364,Gregory,Turner,26,Female,kirbyteresa@example.net,001-311-467-6423x24390,5947 Rachel Garden,Kristaton,British Columbia,70773,Employed,$60k–$100k,Savings,2023-11-01,2720,60,37189,No,47,2,0,Rarely,RRSP;Credit Card;Mortgage,No,No,0,No,0,25-34
5365,Theresa,Smith,30,Other,smithamber@example.com,526.875.7700,46792 Ross Road,Palmerport,Ontario,42255,Unemployed,>$100k,Chequing,2020-07-30,3013,29,52193,No,72,0,2,Never,TFSA;Credit Card,No,No,0,No,0,25-34
5366,Christine,Glass,59,Other,cindylewis@example.org,(528)424-7788x0161,134 Victoria Trafficway Suite 902,Davidburgh,Ontario,15795,Student,$30k–$60k,Joint,2022-09-28,3060,73,66329,Yes,87,5,3,Daily,Mortgage;RRSP;Credit Card;TFSA,Yes,Yes,153485,No,0,55+
5367,Jennifer,Todd,60,Other,jensenbrian@example.net,933-209-5317x420,3890 Norman Hill Suite 916,Wallaceside,Alberta,68634,Student,<$30k,Joint,2017-07-15,3277,15,97663,Yes,48,0,1,Rarely,Mortgage,Yes,Yes,125101,No,0,55+
5368,David,Strong,62,Male,xflores@example.org,2822225032,41840 Freeman Stream Apt. 999,Port Toddtown,Ontario,48341,Employed,$30k–$60k,Chequing,2017-03-17,4697,50,74667,Yes,50,1,2,Never,RRSP;Mortgage,Yes,Yes,416645,No,0,55+
5369,Christine,Kennedy,32,Male,iking@example.net,225-559-4255x71097,2423 Pena Greens Apt. 788,Bauerchester,Quebec,8870,Retired,$60k–$100k,Chequing,2017-04-22,3183,85,77090,No,19,5,0,Weekly,TFSA;Mortgage,Yes,No,0,No,0,25-34
5370,Andrew,Sloan,72,Other,michael96@example.com,(396)237-1079,451 Ryan Highway,West Nicholasmouth,Alberta,49067,Unemployed,$30k–$60k,Chequing,2019-01-31,7605,10,86324,No,85,2,3,Daily,TFSA;Credit Card,No,No,0,Yes,74631,55+
5371,Amy,Miller,19,Other,swalker@example.net,001-992-460-6045,041 Connor Courts,West Marvin,Ontario,75591,Student,$30k–$60k,Savings,2017-08-01,3955,14,7328,Yes,43,0,2,Never,RRSP;TFSA,No,Yes,235070,No,0,18-24
5372,Michael,Gardner,41,Other,cbarber@example.org,(241)748-8614x67514,5600 Chang Hills Apt. 249,Ashleymouth,British Columbia,90411,Student,$60k–$100k,Chequing,2017-11-01,2788,47,59838,No,97,5,2,Rarely,Credit Card;RRSP,No,No,0,No,0,35-44
5373,Carla,Pena,21,Male,bradsanchez@example.net,451.974.9315,266 Mary Isle,East Danielbury,Ontario,65829,Unemployed,>$100k,Savings,2023-11-01,2022,6,60238,Yes,60,5,0,Daily,Mortgage;TFSA,No,Yes,339304,No,0,18-24
5374,Cheryl,Boyd,44,Female,warnerdanielle@example.org,(534)420-7786,031 Martin Extensions Apt. 284,South Jenniferfurt,Ontario,95921,Unemployed,>$100k,Chequing,2024-12-26,7968,73,87684,No,30,4,1,Never,Credit Card;TFSA;Mortgage,Yes,No,0,No,0,35-44
5375,Lauren,Stephens,59,Female,ibrock@example.net,703-770-2446,5700 Landry Key Apt. 741,Cameronshire,Alberta,68957,Retired,<$30k,Chequing,2022-01-08,4037,72,49019,No,13,2,3,Never,Credit Card,No,No,0,Yes,88037,55+
5376,Pamela,Greene,19,Male,jesse83@example.net,7954182182,856 Williams Mountains Suite 802,Justinchester,Alberta,64162,Unemployed,>$100k,Joint,2021-09-27,2752,74,31454,No,70,1,1,Rarely,Mortgage;TFSA;RRSP,No,No,0,Yes,95535,18-24
5377,Jerry,Townsend,24,Female,watsonjamie@example.com,571.506.1688,919 Gilbert Glen,Brandonmouth,Ontario,2060,Unemployed,$60k–$100k,Savings,2018-12-20,3182,92,67199,Yes,68,1,2,Never,Mortgage,Yes,Yes,454626,Yes,7321,18-24
5378,Michael,Sutton,38,Male,jjackson@example.com,001-559-486-5127x658,768 Mckenzie Groves Suite 128,Port Lisa,Ontario,5377,Student,$30k–$60k,Savings,2022-08-10,1407,12,37203,No,94,1,1,Weekly,TFSA,No,Yes,246720,No,0,35-44
5379,Tyler,Price,34,Male,sbowers@example.net,001-333-777-1707x3408,8320 Townsend Bridge Suite 047,Port Alexandra,British Columbia,81995,Retired,>$100k,Business,2016-10-19,1756,19,73428,Yes,59,5,2,Weekly,RRSP;TFSA;Credit Card;Mortgage,No,No,0,No,0,25-34
5380,David,Ferrell,30,Male,sarah08@example.com,+1-725-353-0947x177,3612 Frazier Locks Suite 406,Torrestown,Ontario,49928,Student,$30k–$60k,Chequing,2017-03-19,5048,55,32394,Yes,73,3,1,Daily,RRSP;Mortgage;TFSA;Credit Card,No,Yes,129980,Yes,39756,25-34
5381,David,Harris,64,Other,gmiles@example.com,669-696-1411x2692,5424 Carly Field,New William,Ontario,43862,Student,>$100k,Chequing,2017-06-20,5289,65,42817,Yes,41,4,3,Rarely,RRSP;Mortgage,Yes,Yes,199369,Yes,39824,55+
5382,Brittany,Simpson,36,Female,fwebster@example.com,(839)384-5440x337,48417 Fischer Fork,New Jonathanville,Alberta,33087,Employed,<$30k,Chequing,2024-01-18,7144,56,97445,Yes,88,0,2,Daily,RRSP;Mortgage;Credit Card;TFSA,No,Yes,386693,Yes,13408,35-44
5383,Michael,Robinson,64,Other,isabella39@example.net,805.635.7831x52334,68544 Bell Junctions,West Vanessaberg,Ontario,57461,Retired,$30k–$60k,Savings,2022-09-25,1629,36,90379,No,42,0,0,Rarely,Mortgage;TFSA,Yes,Yes,471136,No,0,55+
5384,Leah,Cooley,50,Other,davidturner@example.com,345.936.7454x5498,246 Heather Islands,Port Brittanychester,Ontario,27627,Unemployed,<$30k,Savings,2024-06-04,8798,69,58704,Yes,53,5,0,Daily,RRSP,No,Yes,366688,Yes,36745,45-54
5385,Ryan,Montgomery,22,Other,ewood@example.net,631.709.0195x77484,18163 Charles Islands Apt. 577,Port Eric,Alberta,89415,Student,$30k–$60k,Chequing,2015-11-07,3264,95,33960,Yes,96,2,3,Rarely,RRSP;Credit Card;Mortgage,Yes,No,0,No,0,18-24
5386,James,Schaefer,40,Other,perrymichaela@example.org,(666)865-5840,42976 Benson Passage,North Christopher,Ontario,3147,Employed,>$100k,Chequing,2025-02-25,7800,98,1136,No,13,3,2,Weekly,Mortgage;RRSP;TFSA;Credit Card,No,Yes,191100,Yes,22285,35-44
5387,Mark,Simon,32,Male,owilliams@example.net,(914)413-3869x9062,67224 Best Ville Suite 007,Greeneland,Ontario,34338,Employed,<$30k,Chequing,2021-10-15,2488,13,90859,No,83,3,0,Daily,Credit Card;Mortgage;RRSP;TFSA,No,No,0,Yes,59563,25-34
