client_id,first_name,last_name,age,gender,email,phone_number,address,city,province,postal_code,employment_status,income_bracket,account_type,account_open_date,avg_monthly_balance,avg_monthly_transactions,total_transaction_volume,loan_products,credit_card_usage_percent,num_overdrafts_last_6_months,missed_payments_last_12_months,online_banking_usage,products_owned,has_investment_account,has_mortgage,mortgage_balance,has_auto_loan,auto_loan_balance
4982,Jimmy,Washington,34,Other,Samantha83@Example.Com,+1-841-920-3942,84087 Nancy Expressway Apt. 062,Lake Angela,Ontario,80250,Student,<$30K,Chequing,2022-08-27,3640,59,46917,Yes,68,4,3,Rarely,Tfsa;Mortgage,No,Yes,182312,Yes,57162
4983,Scott,Davis,75,Male,Kingmaria@Example.Net,+1-233-332-7328X820,2212 Curtis Prairie,Lake Christophershire,Ontario,34764,Employed,$30K–$60K,Savings,2017-04-04,2162,98,61372,No,83,3,3,Never,Tfsa;Rrsp;Credit Card;Mortgage,Yes,No,0,Yes,31045
4984,Thomas,Davenport,31,Other,Renee66@Example.Org,246-229-9360X813,38728 Christine Stream Suite 940,Williamsport,Quebec,69481,Employed,<$30K,Chequing,2019-03-21,3558,27,85119,Yes,73,5,3,Daily,Tfsa,No,Yes,62427,No,0
4985,Brenda,Peterson,23,Male,Iobrien@Example.Org,+1-559-412-6350X052,0807 Shawn Landing,West Ritatown,Quebec,88138,Student,$30K–$60K,Chequing,2021-01-26,4567,22,6119,No,8,0,0,Never,Credit Card;Rrsp;Tfsa;Mortgage,Yes,No,0,Yes,6120
4986,Mark,Johnson,43,Male,Johngordon@Example.Net,734-851-9834X2896,5525 Moore Route,Salazartown,British Columbia,47566,Retired,$30K–$60K,Joint,2023-10-17,715,50,68969,No,24,2,1,Never,Rrsp;Tfsa,No,No,0,Yes,6989
4987,Angela,Roach,57,Female,Elizabethbaker@Example.Net,(785)613-8089X151,9618 Jennifer Rest Apt. 661,Rasmussentown,British Columbia,56343,Retired,<$30K,Chequing,2023-09-14,7764,71,77516,Yes,10,4,1,Weekly,Rrsp,Yes,No,0,Yes,96918
4988,Shawn,Benjamin,44,Female,Qmyers@Example.Com,496.563.6806,4831 Douglas Street Suite 703,Seanchester,Quebec,92559,Student,$30K–$60K,Chequing,2019-09-16,8580,13,73821,Yes,4,5,0,Weekly,Mortgage,No,No,0,Yes,40749
4989,Christina,Clarke,45,Male,Steven28@Example.Com,+1-203-529-8653X19971,424 Dennis Viaduct,Smithport,Nova Scotia,76378,Employed,$30K–$60K,Savings,2022-02-01,1561,64,66901,No,64,4,1,Daily,Mortgage;Rrsp;Credit Card;Tfsa,Yes,No,0,No,0
4990,Megan,Lopez,37,Other,Natalieboyer@Example.Org,+1-339-896-6320X1863,60507 Holland Meadow,Hendrickshaven,Ontario,57209,Retired,$60K–$100K,Joint,2025-02-09,2197,22,33515,No,27,0,3,Daily,Mortgage;Rrsp;Credit Card,No,No,0,Yes,40786
4991,Anthony,Cruz,26,Other,Williamskenneth@Example.Org,3673672076,50313 Joseph Summit Suite 612,Mariatown,Ontario,33322,Employed,$60K–$100K,Chequing,2018-07-02,4640,16,90708,Yes,92,1,0,Daily,Mortgage;Credit Card,Yes,No,0,Yes,47777
4992,Lisa,Cunningham,36,Female,Ericksoncarl@Example.Org,(428)510-0686X3981,581 Timothy Valleys,Gordonport,Ontario,64170,Student,$30K–$60K,Chequing,2020-02-07,7336,34,29192,Yes,18,5,3,Rarely,Credit Card;Tfsa;Rrsp,No,Yes,101625,No,0
4993,Jason,King,54,Other,Wmccormick@Example.Org,716-989-6447,196 Travis Fall Apt. 160,Waltonberg,Quebec,67658,Unemployed,>$100K,Chequing,2018-06-01,2290,68,91456,Yes,72,5,0,Weekly,Rrsp,No,Yes,39330,No,0
4994,James,Martinez,26,Other,Garythompson@Example.Com,291.489.9779X28727,99464 Lauren Heights Apt. 541,Everetttown,Quebec,57134,Student,>$100K,Chequing,2015-12-28,1643,39,76853,No,34,5,2,Daily,Tfsa;Credit Card;Rrsp,No,Yes,234296,Yes,71248
4995,Patrick,Wolf,25,Female,Kathleen47@Example.Com,867-310-8380,298 Obrien Summit,Port Mistytown,Ontario,98081,Employed,$30K–$60K,Savings,2017-07-22,4634,76,36900,Yes,91,4,1,Weekly,Credit Card;Rrsp;Mortgage;Tfsa,No,No,0,Yes,50122
4996,Catherine,Jenkins,64,Other,Meyerslee@Example.Net,488.661.8291X5384,853 Lewis Dam Suite 011,Port Bradleyfort,Alberta,66200,Student,$30K–$60K,Savings,2021-12-14,1731,70,47176,Yes,100,1,3,Rarely,Rrsp,Yes,No,0,Yes,50008
4997,Faith,Clark,38,Other,Marie62@Example.Net,6315659894,833 Espinoza Wall Apt. 127,Morrisville,British Columbia,43351,Retired,<$30K,Savings,2022-12-26,6239,43,72294,Yes,56,2,2,Weekly,Credit Card;Tfsa;Rrsp;Mortgage,No,No,0,Yes,28495
4998,Jeffrey,Fry,26,Female,Joseph45@Example.Org,001-661-650-6297X860,79372 Miller Ridges,West Marieburgh,Ontario,3014,Student,>$100K,Business,2017-05-24,5269,49,48695,No,95,4,0,Daily,Mortgage;Tfsa;Credit Card;Rrsp,Yes,No,0,No,0
4999,Kevin,Dixon,43,Other,Danielharris@Example.Org,001-691-672-5583,163 Green Isle,Nathanielstad,British Columbia,70143,Unemployed,$30K–$60K,Chequing,2024-08-14,8850,43,54769,Yes,22,2,3,Never,Rrsp;Tfsa,Yes,Yes,393954,Yes,98911
5000,Traci,Baker,44,Female,Michael07@Example.Org,2229229212,315 Smith Inlet,West Stephanie,Quebec,94265,Unemployed,<$30K,Chequing,2019-07-20,9750,93,16777,No,95,2,3,Never,Credit Card;Mortgage;Tfsa;Rrsp,No,Yes,337408,Yes,18283
5001,Carl,Ingram,21,Other,Ronaldhopkins@Example.Org,(362)455-5899X583,21885 Nathan Terrace,Kramerton,British Columbia,48854,Retired,<$30K,Chequing,2017-02-17,4453,12,26195,No,12,5,0,Daily,Rrsp,No,Yes,201545,No,0
5002,Ann,Mills,31,Female,Joycewood@Example.Com,918.851.0492,079 William Divide Apt. 690,Nicholasborough,Ontario,1481,Student,<$30K,Joint,2016-12-07,9298,11,20342,No,3,4,0,Weekly,Credit Card;Mortgage,Yes,No,0,No,0
5003,Joshua,West,64,Other,Daniel12@Example.Net,001-776-228-6344X31421,496 Michael Loop Apt. 938,Sharphaven,Quebec,41185,Employed,$60K–$100K,Savings,2024-09-24,2174,25,64365,No,100,4,0,Weekly,Tfsa,Yes,Yes,361369,No,0
5004,Mackenzie,Moran,33,Other,Acostatheresa@Example.Com,7934760762,805 Brown Locks Apt. 350,Lake Austinview,Quebec,77820,Employed,$30K–$60K,Savings,2023-03-02,1438,97,71623,No,86,5,2,Weekly,Rrsp;Mortgage;Credit Card;Tfsa,Yes,No,0,No,0
5005,Leslie,Owens,33,Female,Sparksstephanie@Example.Net,+1-856-773-8576,51942 Dominguez Cove,Danielshire,Nova Scotia,85129,Student,$30K–$60K,Joint,2015-10-17,2773,60,96870,No,85,3,3,Never,Mortgage;Rrsp;Tfsa;Credit Card,No,Yes,265534,No,0
5006,Kelly,Rivera,27,Female,Msullivan@Example.Org,+1-885-775-6569X4063,88057 Marcus Point Suite 450,Garciaborough,Quebec,31281,Retired,$60K–$100K,Savings,2020-06-21,1779,44,72061,Yes,25,2,2,Weekly,Mortgage,Yes,No,0,No,0
5007,Doris,Edwards,36,Other,Watersjennifer@Example.Com,(465)586-1427,03649 Tracey Place Apt. 369,Charlesview,Ontario,73316,Retired,$60K–$100K,Chequing,2021-06-10,5097,71,4546,No,18,1,1,Weekly,Credit Card,No,No,0,No,0
5008,Logan,Silva,62,Female,Brosario@Example.Com,(979)498-6207X0724,376 Caldwell Extension Suite 513,Davisburgh,Nova Scotia,84669,Retired,<$30K,Chequing,2019-06-01,8105,85,2976,No,22,1,0,Daily,Tfsa;Credit Card;Rrsp,No,No,0,No,0
5009,Michael,Williams,54,Female,Whitesusan@Example.Org,927.394.1695X4740,2174 Mullins Plaza Apt. 047,Bonnieton,Ontario,59264,Student,$30K–$60K,Savings,2024-05-11,7485,56,32163,Yes,67,3,1,Rarely,Mortgage;Tfsa;Credit Card;Rrsp,Yes,Yes,217590,Yes,94405
5010,Keith,Perez,21,Other,Hayskaren@Example.Net,3794611064,81229 Erik Valleys Apt. 792,East Victorside,Quebec,42553,Student,$30K–$60K,Savings,2016-05-12,3343,72,46072,Yes,76,0,2,Daily,Credit Card;Mortgage;Tfsa;Rrsp,No,No,0,Yes,21455
5011,Brian,Moore,26,Female,Robert36@Example.Net,933.363.2648X9114,939 Renee Mills Apt. 916,Lake Marychester,Ontario,70566,Student,<$30K,Savings,2017-06-04,7807,72,84268,No,71,5,3,Weekly,Credit Card,No,Yes,42300,Yes,64415
5012,Kelsey,Huynh,29,Other,Josephgrant@Example.Com,913.330.3496,97902 Tran Forge Apt. 978,North Julie,Ontario,53500,Unemployed,>$100K,Chequing,2017-08-07,4900,38,29793,Yes,4,1,2,Daily,Tfsa,No,No,0,Yes,71168
5013,Natalie,Atkinson,22,Male,Patriciawhite@Example.Org,(530)563-8053X35390,152 Lee Terrace,Michaelport,British Columbia,15887,Retired,>$100K,Savings,2022-12-05,8503,70,14302,Yes,32,3,0,Never,Tfsa;Credit Card,Yes,Yes,317896,No,0
5014,Hannah,Ward,41,Other,Whitesamantha@Example.Net,+1-424-815-0490X52689,3512 Maldonado Cape Apt. 845,East Crystal,British Columbia,26091,Student,$60K–$100K,Savings,2023-10-24,1211,11,4160,No,35,2,1,Never,Mortgage,No,No,0,Yes,89546
5015,Dennis,Lawrence,28,Male,Kimberlyhall@Example.Org,(471)472-1790X0964,86688 Lee Locks Suite 349,New Nathan,Ontario,65389,Retired,$60K–$100K,Chequing,2023-03-22,3360,15,56101,Yes,29,2,1,Daily,Tfsa;Mortgage,No,No,0,No,0
5016,Alexis,Grimes,25,Other,Jason11@Example.Org,+1-545-242-8739X7768,790 Charles Light,Kathleenshire,Ontario,60403,Unemployed,<$30K,Chequing,2021-06-12,1273,11,86875,Yes,0,0,3,Weekly,Tfsa;Mortgage;Rrsp,Yes,Yes,431580,Yes,37575
5017,Kristen,Hatfield,39,Other,Sonyamurphy@Example.Org,001-458-225-2700,138 Aguirre Spring,North Margaret,Quebec,64852,Student,<$30K,Chequing,2020-02-15,4222,98,56664,No,13,0,2,Rarely,Credit Card;Tfsa;Mortgage,Yes,Yes,243604,No,0
5018,Tanya,Daniels,56,Other,Dbradley@Example.Com,001-440-262-6142X8819,98833 James Squares Suite 824,Port John,Quebec,92971,Unemployed,<$30K,Chequing,2024-05-16,9077,22,5371,Yes,12,0,1,Weekly,Rrsp;Tfsa;Mortgage;Credit Card,No,Yes,254923,Yes,13665
5019,Lawrence,Rios,65,Female,Matthew99@Example.Com,286-412-8255X73525,92118 Amanda Square Suite 096,East Teresamouth,Alberta,73582,Retired,>$100K,Savings,2022-08-30,8221,23,86464,No,73,3,2,Weekly,Credit Card;Tfsa;Rrsp;Mortgage,No,Yes,493491,Yes,55600
5020,Theresa,Riley,42,Other,Robertfreeman@Example.Org,(813)956-9044X4099,7893 Cruz Via Apt. 481,Lake Jeff,Ontario,77961,Retired,$60K–$100K,Savings,2025-05-21,6436,52,20620,Yes,62,2,2,Weekly,Tfsa,Yes,Yes,110186,Yes,78545
5021,Steven,Hernandez,31,Other,Bbrennan@Example.Org,001-499-961-8161,343 Sandy Lights,Vasquezchester,Quebec,78454,Employed,>$100K,Savings,2015-10-28,9451,99,30784,Yes,94,5,0,Daily,Credit Card,No,Yes,240849,Yes,82753
5022,Lisa,Wood,57,Female,Greenanthony@Example.Org,915-208-5787X68017,8183 Moore Center,Karenstad,Ontario,88450,Student,<$30K,Chequing,2024-07-17,8656,12,87025,Yes,22,1,0,Never,Credit Card;Mortgage,Yes,No,0,No,0
5023,Steven,Johnson,37,Female,Reeveschelsea@Example.Net,+1-961-558-2113X44865,514 Archer Loop,Wintersborough,British Columbia,66395,Employed,<$30K,Joint,2020-01-12,7157,73,47701,No,79,1,2,Never,Mortgage;Credit Card;Tfsa;Rrsp,No,Yes,23191,Yes,64256
5024,Calvin,Hunt,25,Female,Pfreeman@Example.Org,+1-620-800-6560X707,813 Sims Burg,North Rhondatown,Nova Scotia,46779,Student,>$100K,Chequing,2022-10-20,2104,44,63464,No,80,2,0,Weekly,Credit Card;Mortgage;Rrsp,No,Yes,86978,Yes,10240
5025,Cynthia,Smith,59,Female,Michaelbrown@Example.Org,001-858-674-0069X91722,34205 William Parkway Suite 626,North Ashley,Alberta,56500,Employed,$30K–$60K,Savings,2025-01-04,4019,48,17117,No,6,0,2,Weekly,Tfsa;Mortgage;Rrsp,Yes,Yes,240228,Yes,81040
5026,Robert,Harris,19,Other,Valerie41@Example.Org,242.383.5267X04084,416 Sally Ville Apt. 790,Johnsonside,Manitoba,47653,Employed,>$100K,Chequing,2017-01-12,2798,22,8487,No,81,2,1,Weekly,Tfsa,No,No,0,No,0
5027,Brian,Banks,67,Other,Hillrebecca@Example.Net,(695)379-4412X82137,358 Dale Burg Apt. 285,Jeromeside,Alberta,50237,Unemployed,<$30K,Savings,2017-11-03,8484,18,25522,No,99,5,3,Daily,Tfsa;Rrsp,No,Yes,305576,Yes,75639
5028,Elizabeth,Garcia,19,Male,Wgonzalez@Example.Net,452.491.1610,803 Brock Islands Apt. 493,Lawrencestad,Manitoba,19055,Retired,$60K–$100K,Joint,2019-10-17,3195,17,82943,No,50,4,1,Daily,Rrsp;Credit Card;Tfsa,Yes,Yes,243167,Yes,28836
5029,Daniel,Wallace,57,Female,Charles10@Example.Com,204.601.0497X6280,0246 Perez Locks,East Markland,Quebec,33947,Student,>$100K,Business,2015-12-16,4845,90,76123,Yes,91,0,0,Rarely,Rrsp;Credit Card;Tfsa,No,No,0,Yes,94670
5030,Albert,Lowe,23,Male,Eileen43@Example.Org,(234)457-2736,4898 Gilbert Garden Suite 681,East Williamborough,British Columbia,46287,Student,<$30K,Savings,2024-12-27,6396,27,40121,Yes,81,3,1,Rarely,Mortgage;Tfsa,Yes,No,0,Yes,86339
5031,Christopher,Patel,38,Other,Timothy56@Example.Com,6963557177,84897 Olson Brooks Suite 438,Morganmouth,Alberta,32373,Student,>$100K,Chequing,2016-02-19,2352,85,35963,Yes,72,2,3,Daily,Tfsa;Mortgage;Credit Card;Rrsp,Yes,Yes,86823,No,0
5032,Caroline,Simpson,50,Male,Cjones@Example.Org,480.465.6646X1842,039 Huber Drive Apt. 569,Davisstad,Alberta,26535,Unemployed,<$30K,Joint,2020-03-29,6719,38,98669,Yes,72,5,2,Daily,Mortgage;Rrsp;Tfsa,No,Yes,414079,No,0
5033,Carlos,Merritt,27,Other,Ejennings@Example.Com,382-368-8517,3292 Deanna Fort Apt. 123,Williamside,British Columbia,61861,Retired,>$100K,Chequing,2015-07-08,1137,46,98175,Yes,26,2,1,Daily,Rrsp;Tfsa;Mortgage;Credit Card,No,Yes,21039,No,0
5034,Christopher,Black,42,Female,Lawrence39@Example.Com,+1-590-990-1447X5613,4791 Linda Expressway,Cartermouth,Ontario,17215,Employed,$60K–$100K,Chequing,2019-11-04,8190,8,74962,No,41,4,2,Weekly,Tfsa;Mortgage;Rrsp;Credit Card,No,No,0,No,0
5035,Susan,Cannon,24,Other,Mitchell58@Example.Org,(650)466-5018X007,410 Timothy Expressway Apt. 328,West Caitlinchester,Alberta,62791,Student,>$100K,Chequing,2018-09-14,6315,83,13309,No,3,5,2,Daily,Tfsa,No,Yes,219565,Yes,43861
5036,Veronica,Wallace,44,Female,Mejiapamela@Example.Org,001-905-369-0022X1685,818 Barber Extensions,West Tina,Quebec,55279,Unemployed,>$100K,Joint,2023-01-27,2507,26,53383,No,31,0,0,Never,Credit Card,No,Yes,319729,No,0
5037,Jessica,Massey,26,Other,Bray@Example.Net,(762)451-0346X278,43430 Cox Inlet,Byrdberg,Ontario,45137,Retired,$30K–$60K,Chequing,2024-01-29,2654,100,46026,No,18,2,3,Never,Rrsp;Tfsa;Credit Card,No,No,0,Yes,15287
5038,Erin,Glass,27,Other,Cmiller@Example.Net,406.839.4815X61747,995 Schmidt Neck,Paulton,Quebec,60818,Student,<$30K,Chequing,2023-09-03,8393,42,61603,No,61,0,1,Daily,Credit Card;Mortgage,Yes,No,0,Yes,88359
5039,Amanda,Wright,51,Other,Kingtimothy@Example.Com,508.750.4582X142,419 Andrea Prairie,North Paulside,Newfoundland And Labrador,51248,Employed,$30K–$60K,Chequing,2016-06-19,9662,40,58048,Yes,85,1,1,Weekly,Tfsa;Credit Card;Rrsp,Yes,No,0,No,0
5040,Adrian,Hendrix,24,Male,Dpage@Example.Org,(731)864-1289X0256,23048 Guerrero Pines Apt. 506,South Susan,Nova Scotia,86252,Employed,$30K–$60K,Chequing,2016-07-20,4294,86,2900,No,58,0,2,Rarely,Tfsa,Yes,Yes,281317,Yes,78343
5041,Timothy,Luna,38,Other,Amandamiller@Example.Net,(280)767-4139,76891 Seth Neck,Carterborough,Saskatchewan,65528,Employed,>$100K,Chequing,2019-11-28,6345,42,51246,Yes,93,0,0,Daily,Rrsp;Tfsa,No,No,0,No,0
5042,Nancy,Wood,44,Female,Paula72@Example.Org,+1-855-734-0802X463,0872 Taylor Orchard,Port David,British Columbia,96037,Employed,>$100K,Savings,2017-05-24,1559,63,88865,No,58,1,3,Daily,Credit Card;Rrsp;Mortgage;Tfsa,No,No,0,No,0
5043,Robert,Snyder,78,Other,Hthompson@Example.Com,(849)927-8799X175,5478 Gavin Oval,West Meganport,Ontario,80626,Unemployed,$30K–$60K,Chequing,2021-11-14,7028,8,86069,No,76,0,1,Never,Mortgage;Tfsa,No,No,0,Yes,95366
5044,Elizabeth,Harris,29,Other,Blake91@Example.Com,(306)464-7757,124 Linda Points,Mejiashire,British Columbia,77213,Retired,<$30K,Savings,2018-11-23,3075,38,67159,Yes,78,5,1,Weekly,Mortgage;Rrsp,No,No,0,Yes,49631
5045,Jeffrey,Carter,24,Female,Njones@Example.Org,(827)326-8344X548,87499 Daniel Drive,Ericborough,Ontario,16127,Retired,$60K–$100K,Savings,2020-11-01,9932,93,32278,No,85,1,0,Rarely,Rrsp,Yes,No,0,Yes,16196
5046,Anthony,Coleman,34,Other,Haley16@Example.Net,388.484.7837,0573 Miller Forge,Amandamouth,Quebec,87313,Unemployed,>$100K,Chequing,2018-10-30,9525,30,56271,No,82,4,1,Daily,Tfsa;Rrsp,Yes,No,0,No,0
5047,Joshua,Ramos,37,Female,Jessica92@Example.Com,+1-335-867-7989X6679,046 Audrey Trail,South Wayne,Quebec,77184,Unemployed,$30K–$60K,Chequing,2023-04-12,5071,17,81903,Yes,91,4,0,Never,Rrsp,No,Yes,390381,No,0
5048,Sarah,Garcia,24,Female,Kelly99@Example.Com,201.904.7475X094,2016 Peter Points Apt. 746,South Kayleeshire,Ontario,50000,Student,>$100K,Chequing,2016-12-18,5044,78,32535,Yes,6,5,2,Never,Tfsa;Rrsp;Mortgage;Credit Card,No,No,0,Yes,39518
5049,Erik,Mccullough,51,Female,Woodralph@Example.Net,(343)453-4896,7900 Perkins Expressway Apt. 437,West Catherine,Quebec,58498,Student,<$30K,Chequing,2019-04-17,6538,69,73636,Yes,19,5,2,Daily,Tfsa,Yes,No,0,Yes,29548
5050,Stephen,Morris,28,Female,Watkinssandy@Example.Org,351.320.9143X74344,37027 David Fort,New Ronaldview,Manitoba,58952,Student,$30K–$60K,Savings,2023-07-26,7234,91,44325,No,53,3,3,Rarely,Mortgage;Credit Card;Tfsa,No,Yes,246835,Yes,35054
5051,Lindsey,Lawrence,20,Female,Emily74@Example.Org,+1-963-738-0404,95624 Schmitt Alley Apt. 781,South Leroyview,Quebec,9894,Employed,<$30K,Joint,2019-03-14,7884,59,5945,Yes,97,4,0,Daily,Mortgage;Tfsa;Credit Card,Yes,No,0,No,0
5052,Sara,Perkins,41,Other,Colemantheresa@Example.Net,+1-947-551-3219,212 Sandra Valley,Port Mary,Ontario,48748,Unemployed,$60K–$100K,Savings,2015-07-05,2429,78,6635,No,6,4,1,Rarely,Tfsa;Mortgage;Credit Card,No,No,0,No,0
5053,Jose,Love,79,Female,Martinwilliam@Example.Com,340.609.4023X57107,8242 Christopher Glen,Port Jennifer,Quebec,64538,Employed,$30K–$60K,Chequing,2024-04-28,1924,6,22177,No,70,5,0,Weekly,Mortgage;Tfsa;Rrsp;Credit Card,No,Yes,117295,Yes,54063
5054,John,Johnson,26,Female,Hudsonkevin@Example.Org,807-223-7804X257,900 Carl Underpass Apt. 324,Fieldsfurt,Quebec,5209,Student,<$30K,Chequing,2024-01-11,1012,61,79438,Yes,20,0,2,Weekly,Credit Card;Mortgage,No,No,0,Yes,57315
5055,Michael,Mitchell,60,Male,Angelacruz@Example.Org,(919)285-2279X837,658 King Inlet,Port Marieland,Ontario,70094,Retired,>$100K,Chequing,2021-10-18,8616,45,63586,No,35,2,1,Rarely,Mortgage;Tfsa;Rrsp;Credit Card,Yes,No,0,No,0
5056,Raymond,Smith,50,Other,Natalie47@Example.Net,(857)781-4822X53807,6083 Wagner Stravenue Apt. 199,Lake Joseph,Quebec,56992,Student,$30K–$60K,Chequing,2022-09-25,4289,79,99506,Yes,91,1,3,Rarely,Tfsa,Yes,No,0,No,0
5057,Taylor,Ford,58,Male,Klee@Example.Net,+1-414-680-6976X68620,983 Michael Flat,Carneytown,Ontario,79972,Employed,$60K–$100K,Savings,2020-06-17,2071,38,2061,Yes,16,0,2,Daily,Credit Card;Tfsa;Mortgage,No,No,0,Yes,42626
5058,Sharon,Washington,56,Other,Christian71@Example.Org,+1-949-912-9130X8747,679 Smith Stravenue,Pamelaburgh,New Brunswick,25653,Employed,$60K–$100K,Joint,2016-12-10,5881,19,31682,Yes,70,1,2,Rarely,Credit Card,Yes,Yes,401467,No,0
5059,Virginia,Howard,50,Female,Ehampton@Example.Com,378.806.8348X9391,39545 Sparks Heights Apt. 513,South Robert,Ontario,63673,Student,>$100K,Savings,2018-06-14,2253,20,55853,No,90,0,2,Rarely,Tfsa,Yes,No,0,No,0
5060,Danielle,Smith,50,Other,Christensenmichael@Example.Net,724.915.3145X3384,716 Kimberly Station,East Anthony,Quebec,1142,Employed,>$100K,Business,2021-06-27,2129,30,53400,Yes,37,3,1,Daily,Rrsp;Credit Card,Yes,Yes,220944,No,0
5061,Eduardo,Lester,19,Female,Brownmelissa@Example.Net,3154495433,0060 Shelley Estate Apt. 763,New Karentown,Ontario,29434,Student,>$100K,Joint,2025-01-30,5586,75,43847,Yes,77,5,2,Rarely,Tfsa;Mortgage,No,Yes,204305,No,0
5062,Shelly,Brown,25,Female,Christophercurry@Example.Com,+1-206-736-4877X029,735 Jesus Burgs,Adriantown,Ontario,11589,Employed,$30K–$60K,Joint,2021-01-10,2488,88,39396,Yes,86,2,2,Daily,Rrsp;Mortgage;Credit Card,No,Yes,210772,Yes,82278
5063,Paul,Yu,75,Female,Torresbrian@Example.Net,614.980.5118X6994,71194 Kelli Spring Apt. 664,North Richardborough,Quebec,18843,Retired,<$30K,Savings,2024-09-13,1524,75,37233,No,29,0,0,Daily,Credit Card,Yes,No,0,Yes,61895
5064,John,Gonzales,62,Other,Mtrujillo@Example.Org,+1-537-835-2727X56165,10665 Tammy Square Suite 471,Hoodberg,Quebec,33026,Employed,$30K–$60K,Chequing,2023-03-24,6833,27,59068,No,83,2,3,Weekly,Rrsp;Credit Card;Tfsa;Mortgage,No,No,0,Yes,49063
5065,Brandon,Smith,38,Male,Jennifer62@Example.Org,249-902-1079,2363 Hart Walk Suite 776,Douglasside,Ontario,73834,Retired,$60K–$100K,Joint,2020-05-20,8773,91,95200,No,77,5,1,Never,Credit Card,No,Yes,478125,No,0
5066,William,Stevenson,22,Other,Clozano@Example.Org,+1-853-245-3332X5415,1690 Marshall Vista Suite 561,South Thomasview,Quebec,42166,Unemployed,$30K–$60K,Savings,2024-10-25,9371,26,99327,No,15,2,2,Weekly,Credit Card;Rrsp,Yes,No,0,No,0
5067,Cathy,Mathis,24,Female,Stewartdiana@Example.Com,(841)825-2464X27725,4156 Best Parkway,South Michaelborough,Saskatchewan,57825,Student,<$30K,Chequing,2017-12-15,8427,100,50020,Yes,25,0,1,Rarely,Credit Card;Rrsp;Mortgage,No,No,0,Yes,83449
5068,Kevin,White,48,Female,Christinebaird@Example.Net,+1-733-948-3959X4932,4319 Eileen Streets,Lake Grant,Nova Scotia,22800,Employed,<$30K,Chequing,2024-04-25,7713,48,90571,No,9,3,1,Never,Rrsp,No,Yes,171317,No,0
5069,Glenn,Hall,36,Other,Anthonyhowell@Example.Org,5488952620,35058 Randall Hill Apt. 803,East Allentown,Ontario,64071,Student,$30K–$60K,Savings,2017-09-24,4945,63,66586,Yes,18,5,2,Weekly,Tfsa;Rrsp;Mortgage;Credit Card,Yes,Yes,25703,No,0
5070,Margaret,Wheeler,25,Female,Sosarebecca@Example.Com,+1-711-409-6662X1765,465 Martin Shores Suite 606,Kimtown,Quebec,82709,Employed,>$100K,Chequing,2025-04-29,1848,57,19958,No,19,0,1,Weekly,Mortgage;Credit Card;Tfsa,Yes,No,0,Yes,64795
5071,David,Brown,24,Female,Ericcampbell@Example.Net,+1-938-756-3205X76283,5041 Bryce Manors,Michaelland,Quebec,58827,Student,$30K–$60K,Savings,2019-01-22,9878,5,33514,No,22,3,3,Rarely,Mortgage;Rrsp;Credit Card;Tfsa,Yes,No,0,No,0
5072,Joseph,French,23,Female,Rwood@Example.Org,+1-658-616-1445X983,1684 Harold Dale,East Mary,Quebec,87356,Employed,$60K–$100K,Joint,2024-11-27,6944,94,93191,Yes,47,0,2,Daily,Credit Card;Mortgage,No,Yes,384930,Yes,91740
5073,Valerie,Eaton,33,Male,Tannerbrian@Example.Com,(299)286-5914,88193 Nicole Gardens Apt. 757,Hunterberg,Ontario,35757,Student,$30K–$60K,Joint,2020-06-13,3910,39,21748,Yes,3,1,1,Never,Rrsp,No,No,0,Yes,12054
5074,Jeff,Hall,36,Female,Allison13@Example.Com,+1-555-925-3686X0393,1181 Joel Mission Apt. 623,Hodgehaven,Quebec,73236,Unemployed,$60K–$100K,Chequing,2023-08-11,3231,24,70107,No,46,3,3,Rarely,Tfsa;Mortgage;Rrsp,No,Yes,235297,No,0
5075,Michael,Watson,23,Female,Sethmartinez@Example.Org,001-634-897-5785X6991,869 Tonya Highway Apt. 054,Davidmouth,Ontario,26722,Retired,$60K–$100K,Joint,2015-10-07,8827,57,46224,No,4,5,0,Daily,Credit Card;Tfsa,Yes,Yes,299014,No,0
5076,Eric,Smith,36,Male,Oneilltammy@Example.Org,260-932-8045X514,6954 Brandon Junction,Jonesmouth,Quebec,51298,Unemployed,$30K–$60K,Chequing,2024-12-23,792,20,12269,No,54,2,3,Never,Credit Card;Mortgage;Rrsp,No,No,0,No,0
5077,Steven,Hunter,67,Other,Danielle68@Example.Com,+1-470-884-9054X05516,05759 Angela Well Apt. 166,Jeffreyfort,Quebec,18214,Retired,$60K–$100K,Chequing,2017-05-01,7492,61,2176,Yes,33,2,1,Daily,Rrsp,Yes,Yes,114055,No,0
5078,Herbert,Thomas,25,Male,Tnewman@Example.Net,(337)993-4333X2608,398 Jennings Ramp,Lake Brianberg,Alberta,38418,Employed,>$100K,Business,2021-09-30,1659,88,37282,Yes,69,0,1,Daily,Tfsa;Rrsp;Credit Card,Yes,Yes,414461,No,0
5079,Laura,Kidd,31,Other,Michaelhines@Example.Com,516.220.2144X085,3189 Debbie Manors Suite 238,Raymouth,Ontario,39169,Retired,<$30K,Savings,2022-04-18,1233,78,75081,No,19,5,0,Daily,Tfsa,Yes,No,0,Yes,91478
